"loudness","tempo","energy","duration_ms","track_popularity","norm.loudness","norm.tempo","intensity","minutes","popularity"
-3.66,116.892,0.928,150160,62,0.89659074240932,0.488189107918476,0.506532788503052,2.50266666666667,2
-11.265,135.055,0.453,194840,83,0.737233619009702,0.564045272302038,0.426603884430779,3.24733333333333,3
-4.104,122.041,0.931,177466,55,0.887287052364688,0.509693451386569,0.517802133007294,2.95776666666667,2
-7.626,121.968,0.859,218373,61,0.813486159713346,0.509388573337788,0.518300804541481,3.63955,2
-4.364,121.956,0.893,144073,56,0.881838945581795,0.509338456398263,0.506833170272156,2.40121666666667,2
-4.203,124.081,0.838,193861,57,0.885212580935817,0.518213331105914,0.490333583390032,3.23101666666667,2
-4.564,128.082,0.764,200625,56,0.877648094210339,0.534923154026061,0.473758353271907,3.34375,2
-3.318,123.951,0.992,166237,53,0.90375709825451,0.517670397594387,0.535304433113292,2.77061666666667,2
-4.607,120.038,0.81,171500,56,0.876747061165476,0.501328098897427,0.478193679243984,2.85833333333333,2
-2.996,127.984,0.956,266719,34,0.910504368962555,0.534513865686602,0.526669832241349,4.44531666666667,2
-9.108,140.036,0.771,204027,74,0.782431951050856,0.584847978616773,0.524472009188639,3.40045,3
-4.952,125.977,0.821,203968,46,0.869517842549714,0.526131807550952,0.492537988333746,3.39946666666667,2
-4.744,125.157,0.697,190417,63,0.873876327976028,0.522707150016706,0.448610274013559,3.17361666666667,2
-4.358,80.444,0.789,237686,55,0.881964671122939,0.335967256932843,0.414334195269968,3.96143333333333,2
-5.283,118.02,0.84,180361,52,0.862581983529954,0.492900100233879,0.490106038901308,3.00601666666667,2
-11.297,126.1,0.5,139048,67,0.736563082790269,0.526645506181089,0.430027474463607,2.31746666666667,3
-4.451,124.002,0.84,279800,63,0.880015925235212,0.517883394587371,0.492622489784053,4.66333333333333,2
-5.877,115.018,0.903,217043,60,0.850135154956729,0.480362512529235,0.511075785857502,3.61738333333333,2
-3.613,125.984,0.955,230476,45,0.897575592481613,0.526161042432342,0.527861816650243,3.84126666666667,2
-2.325,124.998,0.995,188640,58,0.92456467531379,0.522043100567992,0.530826141751401,3.144,2
-6.918,126.092,0.786,196613,51,0.8283217735683,0.526612094888072,0.494763440439924,3.27688333333333,2
-5.8,124.015,0.801,210000,58,0.85174863273474,0.517937687938523,0.489063018401261,3.5,2
-4.154,121.975,0.862,187869,56,0.886239339521824,0.509417808219178,0.495059489565785,3.13115,2
-7.388,128.956,0.867,273229,60,0.818473272845379,0.538573337788172,0.529033354980931,4.55381666666667,2
-5.547,121.978,0.838,255861,48,0.857050059719632,0.509430337454059,0.496793425911476,4.26435,2
-5.48,124.994,0.779,216714,56,0.85845399492907,0.522026394921484,0.480857466664138,3.6119,2
-4.504,88.013,0.783,192653,56,0.878905349621776,0.36757851653859,0.423891055638938,3.21088333333333,2
-3.759,117.833,0.83,238451,65,0.89451627098045,0.492119111259606,0.475867613426385,3.97418333333333,2
-5.59,104.003,0.702,217653,39,0.856149026674769,0.434359338456398,0.426736770593876,3.62755,2
-3.87,107.356,0.642,174444,83,0.892190348469292,0.448362846642165,0.399390832724291,2.9074,3
-3.933,99.961,0.565,156347,83,0.890870230287283,0.417478282659539,0.363869350790752,2.60578333333333,3
-3.374,97.878,0.747,165767,71,0.902583659870503,0.408778817240227,0.417731719123241,2.76278333333333,3
-5.445,109.919,0.801,201072,81,0.859187393919075,0.459066989642499,0.466959865241142,3.3512,3
-4.792,99.991,0.882,223523,85,0.872870523646879,0.417603575008353,0.475577683787158,3.72538333333333,3
-4.629,139.987,0.788,238459,76,0.876286067514616,0.584643334447043,0.498785755644142,3.97431666666667,3
-3.249,96.048,0.864,191612,71,0.905202941977663,0.401135983962579,0.453311013994972,3.19353333333333,3
-4.388,110.012,0.858,173455,65,0.88133604341722,0.459455395923822,0.478706450835534,2.89091666666667,2
-8.106,85.332,0.505,209893,67,0.803428116421851,0.356381556966255,0.352651146848135,3.49821666666667,3
-2.868,101.976,0.799,228112,74,0.913186513840287,0.425893752088206,0.43723574608264,3.80186666666667,3
-3.584,102.46,0.8,220396,81,0.898183265930474,0.427915135315737,0.443243956461754,3.67326666666667,3
-3.815,172.191,0.921,180840,71,0.893342832596442,0.719140494487137,0.582265887296898,3.014,3
-4.437,123.032,0.83,214634,75,0.880309284831214,0.513832275309054,0.487840996825947,3.57723333333333,3
-8.14,105,0.66,210944,73,0.802715671688704,0.438523220848647,0.431935849719981,3.51573333333333,3
-5.265,124.896,0.699,190932,79,0.862959160153385,0.521617106582025,0.452552648809547,3.1822,3
-4.859,119.927,0.725,197939,74,0.871466588437441,0.500864517206816,0.451465976256458,3.29898333333333,3
-4.872,102.043,0.752,192941,63,0.871194183098296,0.426173571667224,0.435659796189642,3.21568333333333,2
-6.519,121.799,0.705,215316,79,0.836682522054355,0.508682759772803,0.459000079239483,3.5886,3
-4.481,114.043,0.898,193377,16,0.879387297529493,0.476290511192783,0.498301071221097,3.22295,1
-5.377,107.184,0.855,201253,75,0.86061228338537,0.447644503842299,0.480677406818976,3.35421666666667,3
-4.75,148.036,0.806,220730,75,0.873750602434885,0.618259271633812,0.516836223066309,3.67883333333333,3
-3.884,121.991,0.856,185062,55,0.89189698887329,0.509484630805212,0.491195880643974,3.08436666666667,2
-6.181,100.001,0.645,157202,30,0.843765060872116,0.417645339124624,0.406293426084169,2.62003333333333,1
-3.004,104.03,0.832,159753,62,0.910336734907697,0.434472101570331,0.452045122220878,2.66255,2
-3.061,107.01,0.657,184732,84,0.909142342266832,0.446917808219178,0.398258488650782,3.07886666666667,3
-4.449,95.972,0.674,160998,70,0.880057833748926,0.400818576678917,0.398253580976664,2.6833,3
-6.476,115.033,0.815,226093,37,0.837583555099218,0.480425158703642,0.485947201201474,3.76821666666667,2
-3.962,104.099,0.76,205787,70,0.890262556838422,0.434760273972603,0.43483257237806,3.42978333333333,3
-5.453,144.033,0.594,216668,74,0.859019759864216,0.601541095890411,0.445507112008731,3.61113333333333,3
-2.853,98.994,0.881,178480,85,0.913500827693146,0.413439692616104,0.460312954974319,2.97466666666667,3
-9.952,99.972,0.538,182668,36,0.764746558263311,0.417524223187437,0.396925888308042,3.04446666666667,2
-5.299,114.098,0.758,224061,52,0.862246715420238,0.476520213832275,0.457424499470679,3.73435,2
-5.003,110.214,0.69,178501,58,0.868449175449993,0.460299031072503,0.427283285207503,2.97501666666667,2
-6.474,110.021,0.693,154024,72,0.837625463612933,0.459492983628466,0.438289173338511,2.56706666666667,3
-5.994,139.98,0.696,197880,64,0.847683506904428,0.584614099565653,0.477643530887075,3.298,2
-3.284,125.85,0.899,170079,63,0.904469542987658,0.525601403274307,0.50671062009555,2.83465,2
-4.661,121.03,0.868,193613,77,0.875615531295183,0.50547109923154,0.499285189312119,3.22688333333333,3
-6.385,128.133,0.635,207095,76,0.839490392473231,0.535136151019044,0.443548586181938,3.45158333333333,3
-4.761,138.064,0.707,248156,74,0.873520105609454,0.576612094888072,0.470030663092873,4.13593333333333,3
-5.541,101.091,0.719,202072,56,0.857175785260776,0.422197627798196,0.428007280845807,3.36786666666667,2
-3.721,118.118,0.795,186805,77,0.895312532741026,0.493309388573338,0.464332285277437,3.11341666666667,3
-7.891,123.969,0.596,208567,71,0.807933281646167,0.517745573003675,0.435270763785836,3.47611666666667,3
-6.547,123.449,0.633,184533,64,0.836095802862352,0.515573838957568,0.437492678698405,3.07555,2
-4.389,114.996,0.726,198996,82,0.881315089160363,0.480270631473438,0.441651847437692,3.3166,3
-6.439,118.159,0.67,238173,81,0.838358862602938,0.49348062145005,0.441707252949038,3.96955,3
-11.684,107.992,0.427,215446,41,0.728453785386501,0.45101904443702,0.383188419683506,3.59076666666667,2
-4.159,122.99,0.865,189165,62,0.886134568237538,0.513656866020715,0.497507432594392,3.15275,2
-5.154,124.169,0.737,200318,5,0.865285082664543,0.518580855329101,0.463431924221519,3.33863333333333,1
-6.872,128.02,0.763,160312,72,0.829285669383735,0.534664216505179,0.489459515707148,2.67186666666667,3
-6.479,114.994,0.705,219521,24,0.837520692328647,0.480262278650184,0.449247195440512,3.65868333333333,1
-5.245,94.38,0.938,207428,58,0.863378245290531,0.394169729368527,0.489597161359332,3.45713333333333,2
-4.578,127.922,0.808,179531,65,0.877354734614337,0.53425492816572,0.488300064517128,2.99218333333333,2
-1.818,119.971,0.808,166000,64,0.935188483540431,0.50104827931841,0.457953265259326,2.76666666666667,2
-5.737,107.042,0.605,203200,53,0.853068750916749,0.447051453391246,0.399660900824832,3.38666666666667,2
-4.855,128.114,0.612,239067,72,0.87155040546487,0.535056799198129,0.425168797911086,3.98445,3
-3.613,121.967,0.917,147554,39,0.897575592481613,0.509384396926161,0.50960293481485,2.45923333333333,2
-4.617,125.002,0.79,188640,75,0.876537518596903,0.5220598062145,0.478507429205866,3.144,3
-4.474,109.993,0.818,157159,60,0.879533977327494,0.459376044102907,0.465947355591804,2.61931666666667,2
-4.285,117.014,0.856,228502,18,0.88349433187352,0.488698630136986,0.487068099421155,3.80836666666667,1
-5.025,102.04,0.622,210091,79,0.867988181799133,0.426161042432342,0.393390953544403,3.50151666666667,3
-4.275,126.113,0.869,187150,60,0.883703874442093,0.526699799532242,0.503998641696716,3.11916666666667,2
-4.167,95.881,0.801,212500,83,0.885966934182679,0.400438523220849,0.43849052967939,3.54166666666667,3
-5.599,95.01,0.524,244960,85,0.855960438363054,0.396800868693618,0.354946810110188,4.08266666666667,3
-8.446,115.002,0.624,243091,47,0.796303669090376,0.480295689943201,0.435997340284275,4.05151666666667,2
-3.48,128,0.781,271427,74,0.900362508643631,0.534580688272636,0.471739393209668,4.52378333333333,3
-4.546,105.005,0.636,222653,80,0.87802527083377,0.438544102906782,0.398839610691004,3.71088333333333,3
-7.786,137.972,0.54,220883,81,0.810133478616181,0.576227865018376,0.435364795467398,3.68138333333333,3
-5.337,104.977,0.733,189467,76,0.861450453659661,0.438427163381223,0.436658903240521,3.15778333333333,3
-7.037,104.994,0.716,221714,96,0.825828217002284,0.438498162378884,0.4428899817922,3.69523333333333,3
-5.991,123.07,0.768,213309,84,0.847746369675,0.513990978950885,0.478081536425295,3.55515,3
-4.711,124.052,0.828,208474,86,0.874567818452319,0.518092215168727,0.490508132238803,3.47456666666667,3
-4.137,150.088,0.763,239853,68,0.886595561888398,0.626829268292683,0.501077902134762,3.99755,3
-5.828,144.875,0.651,194907,66,0.851161913542736,0.605057634480454,0.468298573645906,3.24845,3
-6.769,103.019,0.635,247160,83,0.831443957840035,0.430249749415302,0.411268597191756,4.11933333333333,3
-3.24,123.994,0.862,214847,85,0.905391530289378,0.517849983294353,0.491486151001658,3.58078333333333,3
-4.124,125.896,0.748,210013,73,0.886867967227542,0.525793518209155,0.462308516993871,3.50021666666667,3
-6.596,99.968,0.533,220781,69,0.835069044276345,0.417507517540929,0.371812824421528,3.67968333333333,3
-6.628,124.91,0.677,251627,69,0.834398508056912,0.521675576344805,0.454759022762631,4.19378333333333,3
-5.371,99.988,0.716,205947,81,0.860738008926513,0.417591045773471,0.424284345615653,3.43245,3
-7.055,100.001,0.802,226739,73,0.825451040378853,0.417645339124624,0.464731432915257,3.77898333333333,3
-3.109,127.961,0.738,217347,61,0.908136537937682,0.534417808219178,0.454760423427165,3.62245,2
-5.456,121.985,0.727,255632,19,0.858956897093645,0.509459572335449,0.459167558413935,4.26053333333333,1
-4.346,93.958,0.726,195000,57,0.882216122205226,0.392407283661878,0.412063720485551,3.25,2
-3.669,99.945,0.76,200787,81,0.896402154097605,0.417411460073505,0.427003101991967,3.34645,3
-2.787,123.963,0.928,222160,79,0.914883808645726,0.517720514533912,0.510278901962729,3.70266666666667,3
-5.697,124.08,0.783,247427,84,0.85390692119104,0.518209154694287,0.482434077834416,4.12378333333333,3
-5.335,125.905,0.77,184560,84,0.861492362173376,0.525831105913799,0.478112914580141,3.076,3
-3.674,126.062,0.787,245040,66,0.896297382813319,0.526486802539258,0.47239647324198,4.084,3
-5.053,139.42,0.74,242520,8,0.867401462607129,0.58227530905446,0.484957948815777,4.042,1
-5.039,124.071,0.832,227893,64,0.86769482220313,0.518171566989643,0.494158914928837,3.79821666666667,2
-6.36,105.009,0.716,209733,61,0.840014248894663,0.438560808553291,0.438182186552876,3.49555,2
-3.419,129.038,0.832,213169,27,0.901640718311925,0.538915803541597,0.489758361743224,3.55281666666667,1
-5.72,113.035,0.832,237547,74,0.853424973283323,0.472080688272636,0.483551904996438,3.95911666666667,3
-4.081,102.997,0.781,286322,57,0.887769000272405,0.430157868359506,0.4411296226957,4.77203333333333,2
-4.618,119.001,0.806,237200,69,0.876516564340046,0.496997160040094,0.475493531900016,3.95333333333333,3
-4.373,122.003,0.868,212640,77,0.88165035727008,0.509534747744738,0.498628130158219,3.544,3
-5.89,120.019,0.672,208222,74,0.849862749617585,0.501248747076512,0.441128665819642,3.47036666666667,3
-3.785,124.967,0.89,206440,5,0.89397146030216,0.521913631807551,0.50598072383513,3.44066666666667,1
-7.647,120.012,0.727,231480,57,0.813046120319343,0.501219512195122,0.471724463958593,3.858,2
-4.999,123.978,0.787,164490,68,0.868532992477422,0.517783160708319,0.478750056076966,2.7415,3
-7.649,124.996,0.584,168547,65,0.813004211805628,0.522034747744738,0.43101017864637,2.80911666666667,2
-4.447,126.055,0.929,155238,58,0.880099742262641,0.526457567657868,0.525119275131743,2.5873,2
-2.097,96.071,0.906,184558,81,0.92934224587725,0.401232041430003,0.459296598517584,3.07596666666667,3
-3.282,124.004,0.855,198743,68,0.904511451501372,0.517891747410625,0.489460098636417,3.31238333333333,3
-7.104,124.039,0.662,159194,43,0.824424281792846,0.518037921817574,0.451871213341576,2.65323333333333,2
-7.66,126.007,0.736,165714,57,0.812773714980198,0.526257099899766,0.483161128306523,2.7619,2
-3.364,115.066,0.844,183653,58,0.902793202439076,0.480562980287337,0.473923259282754,3.06088333333333,2
-4.584,127.95,0.816,202500,58,0.877229009073193,0.53437186769128,0.491047619539362,3.375,2
-8.659,123.935,0.526,168387,91,0.791840412379775,0.517603575008353,0.417254387542859,2.80645,3
-6.433,126.026,0.841,184582,67,0.838484588144082,0.526336451720682,0.509617287858867,3.07636666666667,3
-4.985,119.997,0.731,240000,42,0.868826352073424,0.501156866020715,0.454443504649097,4,2
-4.202,125.978,0.899,198839,70,0.885233535192674,0.526135983962579,0.513300816256635,3.31398333333333,3
-7.049,103.99,0.717,257943,64,0.825576765919997,0.434305045105246,0.441909426395083,4.29905,2
-5.896,125.03,0.872,190302,79,0.849737024076441,0.52217674574006,0.51481324055454,3.1717,3
-7.14,115.987,0.541,154654,48,0.823669928545984,0.484409455395924,0.400579842283313,2.57756666666667,2
-5.545,121.995,0.633,179016,53,0.857091968233347,0.509501336451721,0.428469789406125,2.9836,2
-6.055,118.034,0.725,167859,75,0.846405297236134,0.492958569996659,0.457184424253508,2.79765,3
-6.348,118.116,0.687,154286,46,0.84026569997695,0.493301035750084,0.446678445257711,2.57143333333333,2
-8.804,111.991,0.524,183183,67,0.788802045135469,0.467720514533912,0.400972823132814,3.05305,3
-7.115,122.019,0.699,216256,65,0.824193784967416,0.509601570330772,0.461469261787785,3.60426666666667,2
-4.942,110.051,0.745,158091,56,0.869727385118287,0.45961827597728,0.444963630286331,2.63485,2
-8.738,120.024,0.547,203227,42,0.79018502608805,0.501269629134648,0.419361534348866,3.38711666666667,2
-4.578,127.922,0.808,179531,58,0.877354734614337,0.53425492816572,0.488300064517128,2.99218333333333,2
-5.68,119.865,0.797,185943,74,0.854263143557614,0.500605579685934,0.481114145376107,3.09905,3
-2.245,104.983,0.946,208367,65,0.926241015862373,0.438452221850986,0.486070401996204,3.47278333333333,2
-3.642,128.015,0.757,204591,64,0.896967919032751,0.534643334447043,0.464891805138097,3.40985,2
-4.239,110.026,0.779,169964,51,0.884458227688955,0.459513865686602,0.451351879332549,2.83273333333333,2
-3.151,127.978,0.765,172520,63,0.907256459149676,0.534488807216839,0.464077449355721,2.87533333333333,2
-4.722,118.97,0.693,236765,83,0.874337321626888,0.496867691279653,0.438510123217588,3.94608333333333,3
-3.273,130.052,0.923,153231,55,0.904700039813088,0.543150684931507,0.520483548372806,2.55385,2
-5.081,115.349,0.827,167249,39,0.866814743415125,0.481744904777815,0.480643387120897,2.78748333333333,2
-4.881,123.008,0.965,291785,48,0.871005594786581,0.513732041430003,0.535908815547807,4.86308333333333,2
-1.137,126.022,0.918,182000,59,0.949458332460239,0.526319746074173,0.498287137871311,3.03333333333333,2
-11.431,151.631,0.562,242385,64,0.733755212371393,0.633273471433344,0.48717275302065,4.03975,2
-5.153,127.013,0.88,177638,42,0.865306036921401,0.530458569996659,0.515050844358419,2.96063333333333,2
-3.988,127.966,0.8,160184,70,0.889717746160132,0.534438690277314,0.48157364803906,2.66973333333333,3
-5.606,122.008,0.8,204693,57,0.855813758565052,0.509555629802873,0.48458062374594,3.41155,2
-5.219,130.069,0.857,225160,21,0.86392305596882,0.543221683929168,0.512099542653449,3.75266666666667,1
-6.019,139.929,0.729,238338,68,0.847159650482996,0.58440110257267,0.488747150696558,3.9723,3
-3.812,125.229,0.887,131204,63,0.893405695367014,0.523007851653859,0.505534052095615,2.18673333333333,2
-4.372,126.112,0.911,170000,54,0.881671311526937,0.526695623120615,0.518674770531226,2.83333333333333,2
-5.898,125.07,0.776,147027,79,0.849695115562726,0.522343802205145,0.482882895547473,2.45045,3
-8.026,122.014,0.664,204514,72,0.805104456970434,0.509580688272636,0.456158743767401,3.40856666666667,3
-5.03,124.948,0.859,147840,80,0.867883410514846,0.521834279986635,0.504316956490596,2.464,3
-5.851,90.06,0.793,157333,47,0.850679965635019,0.376127631139325,0.439482555168102,2.62221666666667,2
-6.329,125.037,0.674,200640,19,0.840663830857239,0.52220598062145,0.451847383254737,3.344,1
-3.563,128.136,0.823,160794,79,0.898623305324477,0.535148680253926,0.486508458309816,2.6799,3
-3.905,128.002,0.591,225000,59,0.891456949479287,0.53458904109589,0.411377363872201,3.75,2
-4.699,126.012,0.906,178671,68,0.874819269534606,0.526277981957902,0.519152904141099,2.97785,3
-5.457,121.966,0.721,176219,72,0.858935942836787,0.509380220514534,0.457148092559249,2.93698333333333,3
-5.658,125.022,0.758,142230,66,0.854724137208474,0.522143334447043,0.475139732412856,2.3705,3
-6.16,121.995,0.793,220205,59,0.844205100266119,0.509501336451721,0.486098745395201,3.67008333333333,2
-4.665,105.945,0.786,179151,64,0.875531714267754,0.442469929836285,0.45097940518951,2.98585,2
-2.84,126.009,0.839,223533,9,0.913773233032291,0.52626545272302,0.48383073989691,3.72555,1
-3.753,122.055,0.726,196475,41,0.894641996521593,0.509751921149349,0.447036641542585,3.27458333333333,2
-5.727,114.054,0.766,195924,69,0.853278293485322,0.476336451720682,0.463019386078453,3.2654,3
-3.754,121.927,0.866,183934,66,0.894621042264736,0.509217340461076,0.49353209939878,3.06556666666667,3
-3.565,127.994,0.882,195000,68,0.898581396810762,0.534555629802873,0.50599141099737,3.25,3
-3.791,123.149,0.773,193548,66,0.893845734761017,0.514320915469429,0.464491726902804,3.2258,3
-5.357,115.268,0.706,127826,63,0.861031368522515,0.481406615436017,0.442125082304501,2.13043333333333,2
-3.885,119.85,0.874,184027,68,0.891876034616432,0.500542933511527,0.494222299631698,3.06711666666667,3
-5.299,114.098,0.758,224061,23,0.862246715420238,0.476520213832275,0.457424499470679,3.73435,1
-4.721,125.655,0.684,175312,67,0.874358275883746,0.524787003007016,0.444809575707757,2.92186666666667,3
-4.763,121.991,0.802,179016,62,0.87347819709574,0.509484630805212,0.479335477903157,2.9836,2
-5.84,121.445,0.766,190645,9,0.850910462460449,0.507204310056799,0.474097949198783,3.17741666666667,1
-4.612,126.056,0.888,157024,59,0.876642289881189,0.526461744069496,0.512606484729435,2.61706666666667,2
-6.19,127.033,0.707,188656,71,0.843576472560401,0.530542098229202,0.464655208556267,3.14426666666667,3
-4.809,104.048,0.724,208947,21,0.872514301280305,0.434547276979619,0.428677658566438,3.48245,1
-6.998,117.999,0.575,211362,81,0.826645433019718,0.492812395589709,0.413722320856664,3.5227,3
-4.879,122.997,0.785,184564,69,0.871047503300296,0.513686100902105,0.475879532533936,3.07606666666667,3
-4.517,126.015,0.818,167990,56,0.878632944282631,0.526290511192783,0.488552522303384,2.79983333333333,2
-4.777,119.972,0.806,163000,56,0.873184837499738,0.501052455730037,0.477955872743433,2.71666666666667,2
-2.851,126.094,0.888,185714,60,0.91354273620686,0.526620447711326,0.500359237168155,3.09523333333333,2
-8.584,125.989,0.574,201905,40,0.793411981644071,0.526181924490478,0.435589980948802,3.36508333333333,2
-4.514,124.972,0.879,183360,57,0.878695807053203,0.521934513865687,0.507412902270828,3.056,2
-5.96,124.971,0.746,212280,70,0.848395951637575,0.52193033745406,0.473178128605495,3.538,3
-7.149,122.993,0.718,176098,63,0.823481340234269,0.513669395255596,0.469396018340443,2.93496666666667,2
-6.248,124.993,0.848,193137,65,0.842361125662678,0.522022218509856,0.509220364282393,3.21895,2
-4.547,122.688,0.78,183341,56,0.878004316576913,0.512395589709322,0.471463757710803,3.05568333333333,2
-5.001,103.16,0.708,132233,2,0.868491083963707,0.430838623454728,0.42344917983034,2.20388333333333,1
-4.302,114.989,0.712,196493,53,0.883138109506946,0.480241396592048,0.436367762361701,3.27488333333333,2
-3.638,123.047,0.906,221773,11,0.897051736060181,0.513894921483461,0.507614395141094,3.69621666666667,1
-4.612,119.964,0.775,190295,77,0.876642289881189,0.50101904443702,0.466458918185277,3.17158333333333,3
-6.92,115.946,0.665,193640,56,0.828279865054586,0.484238222519212,0.440319452488209,3.22733333333333,2
-2.588,125.974,0.95,156168,65,0.919053705760325,0.526119278316071,0.519021857518582,2.6028,2
-3.811,128.09,0.819,186094,34,0.893426649623871,0.534956565319078,0.486843305231736,3.10156666666667,2
-6.495,122.899,0.836,170103,54,0.83718542421893,0.513276812562646,0.504030462781239,2.83505,2
-4.23,104.998,0.646,196571,51,0.884646816000671,0.438514868025393,0.399956017341574,3.27618333333333,2
-5.253,111.969,0.854,180571,50,0.863210611235673,0.467628633478116,0.486139340747481,3.00951666666667,2
-5.382,119.992,0.622,217804,52,0.860507512101083,0.501135983962579,0.420876157287165,3.63006666666667,2
-3.548,127.992,0.795,192402,76,0.898937619177336,0.534547276979619,0.476869885934094,3.2067,3
-3.787,124.964,0.895,205653,75,0.893929551788446,0.52190110257267,0.507657183594741,3.42755,3
-5.108,109.984,0.724,169000,52,0.866248978479978,0.459338456398263,0.439029825972761,2.81666666666667,2
-3.053,123.012,0.931,200893,62,0.90930997632169,0.513748747076512,0.511812923584941,3.34821666666667,2
-5.439,127.959,0.795,226875,65,0.859313119460218,0.534409455395924,0.490032111978568,3.78125,2
-4.7,118.958,0.823,191786,62,0.874798315277749,0.496817574340127,0.481673086354126,3.19643333333333,2
-3.574,121.082,0.885,174545,10,0.898392808499047,0.505688272636151,0.497431821379035,2.90908333333333,1
-3.432,127.949,0.857,198750,55,0.90136831297278,0.534367691279653,0.496666459435624,3.3125,2
-5.614,104.988,0.613,206875,49,0.855646124510194,0.438473103909121,0.398608993132976,3.44791666666667,2
-3.634,116.524,0.754,186750,70,0.89713555308761,0.486652188439693,0.447838878450694,3.1125,3
-3.409,127.816,0.698,234609,61,0.901850260880498,0.533812228533244,0.443320655884249,3.91015,2
-3.87,107.356,0.642,174444,75,0.892190348469292,0.448362846642165,0.399390832724291,2.9074,3
